"FECHA";"EST";"MUNICIPIO";"PARAJE";"TMED";"TMAX";"TMIN";"HRMED";"HRMAX";"HRMIN";"PREC";"RADMED";"VVMED";"VVMAX";"DVMED";"ETO"
19/12/20;"LO31";"Aguilas";"La Pilica";13,3;16,66;9,37;82,73;93,6;65,74;0,2;94,53;0,74;2,91;325,65;0,85
19/12/20;"LO41";"Lorca";"La Paca";8,59;16,2;3;80,41;94;47,49;0,4;107,28;1,24;4,26;53,17;1,14
19/12/20;"LO51";"Aguilas";"Tebar";11,76;15,33;8,03;83,71;95,83;66,23;0;105,92;1,27;5,37;95,53;0,95
19/12/20;"LO61";"Puerto Lumbreras";"El Esparragal";9,43;16,77;2,35;79,17;93,1;51,82;0;111,36;0,82;5,16;215,98;0,93
19/12/20;"ML12";"Mula";"Yechar";9,96;18;2,2;77,39;92,5;41,3;0;;0,48;2;;0,77
19/12/20;"ML21";"Mula";"Mula";10,25;16,77;4,27;72,61;87,62;45,88;0,1;113,3;1,3;4,08;263,64;1,21
19/12/20;"MO12";"Torres de Cotillas";"Pilica";11,11;17,23;5,38;81,98;97,3;52,14;0,2;108,79;0,96;5,07;207,11;0,97
19/12/20;"MO22";"Molina Segura";"Campotejar";11,05;17,42;5,88;70,18;87,65;44,39;0;103,89;1,15;6,08;338,77;1,18
19/12/20;"MO31";"Molina Segura";"El Llano";9,77;18,28;1,94;83,95;99,9;45,57;0,1;102,3;0,18;2,06;200,44;0,56
19/12/20;"MO41";"Abanilla";"La Jaira";11,33;18,28;5,6;71,93;88;43,32;0,1;102,39;0,77;3,72;285,27;0,99
19/12/20;"MO51";"Fortuna";"Charco Taray";11,53;18,49;6,53;77,33;93,9;47,08;0,2;99,54;0,78;3,85;319,27;0,97
19/12/20;"MO62";"Ojós";"Loma del Aire";11,69;16,84;6,67;77,76;98,98;52,85;0;113,46;1,03;9,04;242,5;0,97
19/12/20;"MU21";"Beniel";"Los Alamos";10,07;18,38;2,41;81,15;96,2;51,88;0,2;109,41;0,56;3,32;205,83;0,79
19/12/20;"MU31";"Murcia";"La Vereda";10,67;18,27;5,03;82,27;97,08;49,54;0,1;99,82;0,49;3,86;189,64;0,79
19/12/20;"MU52";"Murcia";"Cabezo Plata";11,73;18,53;6,38;80,17;96,73;50,76;0,1;113,48;0,56;5,43;218,87;0,82
19/12/20;"MU62";"Murcia";"La Alberca";11,23;19,22;4,8;73,49;90,15;41,5;0;111,17;0,32;4,19;193,2;0,69
19/12/20;"TP22";"San Javier";"Santiago de la Ribera";10,64;17,74;3,62;81,05;91,23;57,83;0;108,84;0,67;4,64;256,1;0,83
19/12/20;"TP42";"Torre Pacheco";"Torre Blanca";11,21;18,14;3,43;84,42;94,2;65,55;0;107,51;1,06;6,47;259,91;0,94
19/12/20;"TP52";"San Javier";"El Mirador";11,15;17,39;5,86;82,18;95,73;57,15;0;113,23;0,81;4,82;286,17;0,89
19/12/20;"TP73";"Torre Pacheco";"Los Infiernos";10,95;17,06;6,01;81,64;93,23;58,93;0;116,98;1,27;5,59;284,9;1,06
19/12/20;"TP91";"Torre Pacheco";"Torre Pacheco";11,07;17,52;5,67;72,47;99,97;3,8;0;110,19;0,83;5;281,21;1,21
20/12/20;"AL31";"Totana";"Lebor";11,99;17,96;7,6;76,38;94,3;48,8;0;100,29;1,08;3,84;236,87;1,13
20/12/20;"AL41";"Alhama";"La Calavera";12,09;18,68;7,46;70,43;89,07;40,64;0,2;113,17;1,4;7,78;285,44;1,44
20/12/20;"AL52";"Librilla";"Los Palomos";12,2;18,63;8,38;75,53;94;47,41;0;109,13;0,77;4,21;276,08;0,99
20/12/20;"AL62";"Mazarrón";"Cañada Gallego";13,16;18,45;9,53;72,32;84,88;47,44;0;113,5;0,84;5,59;344,62;1,07
20/12/20;"AL91";"Mazarrón";"Leiva";12,86;19,22;8,19;75,31;88,7;46,42;0;103,08;0,88;4,35;273,43;1,11
20/12/20;"CA12";"Cartagena";"La Palma";13,53;19,79;9,43;68,63;87,33;41,17;0;116,23;0,7;6,27;302,42;1,04
20/12/20;"CA21";"Murcia";"Corvera";13,14;17,6;9,63;65,08;78,2;48,09;0,2;110,41;1,62;6,26;322,58;1,48
20/12/20;"CA42";"Fuente Alamo";"Balsapintada";13,12;19,2;8,53;76,92;99,9;45,02;0,2;109,93;0,8;4,7;287,21;1,03
20/12/20;"CA52";"Cartagena";"La Aljorra";13,92;18,96;10,56;71,2;92,4;49,34;0,2;109,12;1,36;5,21;303,62;1,32
20/12/20;"CA73";"Cartagena";"Los Belones";14,47;18,62;12,01;71,17;92,22;49,35;0;101,86;0,88;4,59;299;1,08
20/12/20;"CA91";"Fuente Alamo";"Campillo Abajo";12,83;19,14;8,54;70,51;88,33;39,24;0,3;116,69;0,43;2,78;248;0,82
20/12/20;"CI22";"Blanca";"Estación de Blanca";13,32;16,89;9,97;58,35;79,67;41,24;0;119,92;1,43;5,72;314,02;1,37
20/12/20;"CI32";"Ulea";"Estación Ulea";12,39;17,47;9,18;70,5;91,4;44,47;0;116,3;1,9;7,24;315,12;1,53
20/12/20;"CI42";"Cieza";"La Carrichosa";11,04;17,38;6,35;76,85;96,6;47,3;0;103,98;0,54;5,61;291,98;0,78
20/12/20;"CI52";"Calasparra";"Rotas";10,22;16,93;5,22;79,07;91,68;48,05;0,1;100,69;0,57;5,27;357,27;0,79
20/12/20;"CI71";"Calasparra";"Llano de las olivericas";11,64;17,02;7,31;74,88;95,02;48,72;0;91,05;1,09;5,78;305,4;1,07
20/12/20;"CR12";"Caravaca";"Barranda";6,45;11,89;1,87;80,67;90,85;61,29;0,3;85,35;0,91;3,53;242,81;0,77
20/12/20;"CR32";"Cehegin";"El Chaparral";8,01;15,26;1,84;82,77;94,93;53,9;0;97,57;0,58;5,98;258,24;0,73
20/12/20;"CR42";"Moratalla";"Venta Ulea";9,52;15,44;5,27;83,86;97;60,46;0;100,34;1,31;5,13;175,16;0,97
20/12/20;"CR52";"Cehegin";"La Torrecica";9,38;14,74;4,71;79,7;89,87;57,25;0,1;81,89;0,34;3,82;125,6;0,64
20/12/20;"CR61";"Moratalla";"Casas del Rey";7,33;10,75;4,82;71,05;85,1;53,1;0,1;117,59;1,28;6,47;297,26;0,95
20/12/20;"JU12";"Jumilla";"Cañada del Judio";11,04;15,19;7,5;69,77;86,73;49,78;0;93,55;1,5;7,45;356,34;1,2
20/12/20;"JU42";"Yecla";"Las Moratillas";8,35;13,15;4,03;86,29;98,9;61,18;0,1;94,39;1,12;5,2;311,58;0,8
20/12/20;"JU52";"Yecla";"Pinillos";8,65;13,26;4,8;76,58;91,72;53,48;0,1;86,89;0,99;6,47;306,07;0,86
20/12/20;"JU62";"Jumilla";"Miraflores";9,46;13,83;6,04;79,52;96,13;56,83;0,1;97,85;0,87;4,35;336,07;0,8
20/12/20;"JU71";"Jumilla";"Las Encebras";10,71;14,55;7,32;71,03;90,78;48,67;0;84,44;2,47;8,66;2,25;1,5
20/12/20;"JU81";"Jumilla";"Roman";10,73;15,91;6,89;69,88;88,15;44,39;0,1;91,45;0,78;5,66;314,65;0,93
20/12/20;"LO11";"Lorca";"Purias";12,3;18,4;8,98;73,84;86,7;48,46;0;96,03;1,06;4,04;106,77;1,2
20/12/20;"LO21";"Lorca";"Pozohiguera";11,8;17,41;8,42;79,53;97,9;52,17;0,2;90,92;1,49;4,92;73,17;1,24
20/12/20;"LO31";"Aguilas";"La Pilica";14,27;18,25;11,14;76,84;88,6;58,29;0,2;101,51;0,62;2,55;310,06;0,91
20/12/20;"LO41";"Lorca";"La Paca";8,89;15,03;4,68;80,86;93,6;52,52;0,69;90,71;0,99;3,46;24,68;0,96
20/12/20;"LO51";"Aguilas";"Tebar";13,2;17,34;10,8;70,42;87,53;49,18;0;125,01;1,52;5,86;45,42;1,37
20/12/20;"LO61";"Puerto Lumbreras";"El Esparragal";11,58;18,75;6,82;72,22;87,97;38,37;0;106,32;0,69;4,18;228,2;1,02
20/12/20;"ML12";"Mula";"Yechar";11,61;18,1;6,4;72,74;91,2;39,5;0;;0,82;3,7;;1,03
20/12/20;"ML21";"Mula";"Mula";11,54;16,86;8,13;68,7;81,97;45,34;0;111,68;1,63;5,92;277,22;1,45
20/12/20;"MO12";"Torres de Cotillas";"Pilica";13,37;17,8;10,09;68,93;89,2;50,25;0;114,48;1,97;7,08;293,22;1,52
20/12/20;"MO22";"Molina Segura";"Campotejar";13,01;17,51;9,44;62,11;83,67;38,13;0,1;111,74;1,76;8,58;333,59;1,62
20/12/20;"MO31";"Molina Segura";"El Llano";12,61;18,86;8,05;74,86;99,9;40,61;0;119;0,81;7,06;338,69;1,02
20/12/20;"MO41";"Abanilla";"La Jaira";13,04;18,13;9,45;62,2;84,52;39,27;0,1;104,79;1,15;6,76;317,17;1,28
20/12/20;"MO51";"Fortuna";"Charco Taray";13,19;18,45;9,94;67,05;91,4;42,23;0;108,64;1,12;5,27;319,13;1,22
20/12/20;"MO62";"Ojós";"Loma del Aire";14,19;17,07;10,72;61,89;81,5;47,71;0;106,05;1,58;9,47;304,49;1,39
20/12/20;"MU21";"Beniel";"Los Alamos";12,66;19,7;5,99;74,98;94,2;43,39;0,4;109,08;0,63;3,38;246,47;0,92
20/12/20;"MU31";"Murcia";"La Vereda";12,98;18,63;9,85;71,09;88,82;45,39;0;102;0,61;4,68;192,1;0,93
20/12/20;"MU52";"Murcia";"Cabezo Plata";13,85;19,36;10,85;65,53;86,13;42,03;0,2;117,6;0,91;6,51;250,99;1,16
20/12/20;"MU62";"Murcia";"La Alberca";13,33;19,81;9,62;64,24;84,5;37,46;0;112,58;0,51;4,41;226,56;0,89
20/12/20;"TP22";"San Javier";"Santiago de la Ribera";13,23;19,84;9,53;69,7;88,72;36,98;0,1;105,58;0,71;5,42;305;1,07
20/12/20;"TP42";"Torre Pacheco";"Torre Blanca";13,84;19,71;10,36;71,84;91,93;45,85;0;106,28;1,38;6,66;297,96;1,41
20/12/20;"TP52";"San Javier";"El Mirador";13,16;18,76;9,24;68,84;91,75;40,19;0,1;112,39;1,09;6,1;334,38;1,24
20/12/20;"TP73";"Torre Pacheco";"Los Infiernos";13,23;18,61;9,55;66,65;88,93;39,5;0;119,42;1,98;8,53;323,11;1,76
20/12/20;"TP91";"Torre Pacheco";"Torre Pacheco";13,25;19,32;8,07;67,14;99,9;0,77;0,2;117,55;0,83;5,29;317,68;1,26
21/12/20;"AL31";"Totana";"Lebor";10,28;17,74;5,27;76,52;89,4;49,25;0;98,15;1,43;4,03;258,29;1,32
21/12/20;"AL41";"Alhama";"La Calavera";9,72;18,28;2,7;71,66;86,15;39,96;0;117,59;1,17;5,59;225,92;1,3
21/12/20;"AL52";"Librilla";"Los Palomos";11,23;19,32;4,09;72,19;93,6;39,4;0;125,2;1,33;5,31;239,93;1,4
21/12/20;"AL62";"Mazarrón";"Cañada Gallego";11,97;16,45;7,77;70,25;86,15;50,21;0;118,27;1,03;4,9;333,36;1,07
21/12/20;"AL91";"Mazarrón";"Leiva";10,86;17,68;4,76;75,25;88,92;46,36;0;116,17;1,15;4,86;242,43;1,19
21/12/20;"CA12";"Cartagena";"La Palma";11,92;18,31;7,87;69,39;82,02;43,15;0;101,69;0,75;5,88;242,74;1,04
21/12/20;"CA21";"Murcia";"Corvera";12,84;17,89;8,95;60,13;76,1;43,15;0;113,93;1,47;4,55;261,44;1,49
21/12/20;"CA42";"Fuente Alamo";"Balsapintada";11,72;18,14;5,9;75,16;99,9;44,48;0;101,88;1,19;4,1;241,29;1,2
21/12/20;"CA52";"Cartagena";"La Aljorra";12;19,15;6,76;70,79;83,3;43,11;0;100,37;1,08;5,26;200,43;1,28
21/12/20;"CA73";"Cartagena";"Los Belones";14,09;17,51;10,76;69,29;86,92;46,51;0;97,67;1,11;4,27;250,57;1,2
21/12/20;"CA91";"Fuente Alamo";"Campillo Abajo";11,38;18,01;6,07;67,03;85,48;42,72;0;117,62;0,5;3,53;242,87;0,82
21/12/20;"CI22";"Blanca";"Estación de Blanca";12,48;17,21;8,37;55,78;67,36;42,2;0;114,34;1,53;5,8;300,81;1,52
21/12/20;"CI32";"Ulea";"Estación Ulea";11,27;17,66;6,13;66,34;82,8;44,86;0;106,38;1,99;6,87;304,57;1,65
21/12/20;"CI42";"Cieza";"La Carrichosa";9,28;17,63;1,94;74,89;95,62;45,6;0;106,52;0,45;3,31;246,36;0,72
21/12/20;"CI52";"Calasparra";"Rotas";7,78;16,49;1,27;76,5;90,77;44,4;0;97,24;0,25;2,55;343,98;0,57
21/12/20;"CI71";"Calasparra";"Llano de las olivericas";9,6;17,07;3,76;73,45;90,35;47,04;0;88,32;1,03;3,18;264,29;1,08
21/12/20;"CR12";"Caravaca";"Barranda";5,81;13,87;-0,38;68,86;87,85;35,79;0;104,88;1,05;3,39;250,02;1,08
21/12/20;"CR32";"Cehegin";"El Chaparral";5,61;15,57;-1,33;78,24;94,02;38,92;0,1;97,76;0,43;2,74;205,74;0,7
21/12/20;"CR42";"Moratalla";"Venta Ulea";8,07;15,59;2,68;78,04;91,3;49,29;0;102,06;1,05;3,45;183,12;1
21/12/20;"CR52";"Cehegin";"La Torrecica";8,19;15,7;2,98;69,51;89,07;39,64;0;101,24;0,34;2,61;132,35;0,65
21/12/20;"CR61";"Moratalla";"Casas del Rey";9,28;13,63;4,6;56,68;79,83;32,33;0;109,73;0,93;7,35;290,33;1,03
21/12/20;"JU12";"Jumilla";"Cañada del Judio";9,8;17,54;3,79;69,3;86,17;44,97;0;100,93;1,1;5,78;346,88;1,15
21/12/20;"JU42";"Yecla";"Las Moratillas";7,85;14,69;1,17;80,68;99,2;53,48;0,1;99,68;1,45;5,91;304,39;1,02
21/12/20;"JU52";"Yecla";"Pinillos";7,44;15,13;0,14;72,95;95,12;40,58;0;85,36;0,89;6,08;289,17;0,96
21/12/20;"JU62";"Jumilla";"Miraflores";8,39;15,3;1,49;76,71;94,88;50,57;0;90,84;0,74;4,61;333,52;0,81
21/12/20;"JU71";"Jumilla";"Las Encebras";9,02;16,52;2,36;72,17;91,77;40,49;0;97,01;1,15;7,31;357,14;1,16
21/12/20;"JU81";"Jumilla";"Roman";8,76;17,35;2,2;70,16;88,55;40,43;0;100,66;0,63;3,63;268,97;0,87
21/12/20;"LO11";"Lorca";"Purias";10,42;17,57;5,11;75,3;90,6;49,88;0;100,39;1,41;4,7;125,18;1,28
21/12/20;"LO21";"Lorca";"Pozohiguera";10,38;16,6;5,09;80,07;94,6;51,12;0;110,06;1,74;5,89;99,2;1,33
21/12/20;"LO31";"Aguilas";"La Pilica";13,41;17,45;10,31;71,58;87,1;53,23;0;103,73;0,71;2,65;352,29;0,95
21/12/20;"LO41";"Lorca";"La Paca";8,16;16,57;2,39;72,56;90,5;38,63;0;103,96;1,09;3,17;55,01;1,19
21/12/20;"LO51";"Aguilas";"Tebar";12,35;16,39;9,77;66,53;84,42;48,18;0;120,3;1,45;4,72;83,52;1,32
21/12/20;"LO61";"Puerto Lumbreras";"El Esparragal";9,49;17,12;3,69;72,99;90,18;43,87;0;117,53;1,08;5,25;211,82;1,15
21/12/20;"ML12";"Mula";"Yechar";11,68;19,5;6;58,92;85;26,8;0;;0,98;3,9;;1,31
21/12/20;"ML21";"Mula";"Mula";10,66;17,56;5,47;59,7;78,24;28,77;0;117,48;1,9;4,94;265,13;1,9
21/12/20;"MO12";"Torres de Cotillas";"Pilica";12,64;18,82;8,1;61,9;75,4;36,39;0;120,41;1,29;4,59;246,45;1,47
21/12/20;"MO22";"Molina Segura";"Campotejar";11,79;19,08;7,43;57,75;75,56;31,24;0;104,6;1,39;6,66;331,56;1,66
21/12/20;"MO31";"Molina Segura";"El Llano";10,32;19,66;2,81;74,03;99,98;31,37;0;110,9;0,37;3,33;327,69;0,72
21/12/20;"MO41";"Abanilla";"La Jaira";11,29;17,39;6,74;61,6;78,3;36,1;0;92,09;0,87;4,41;271,79;1,12
21/12/20;"MO51";"Fortuna";"Charco Taray";11,81;18,5;7,73;64,97;79,3;39,68;0;91,34;1,18;4,65;306,9;1,37
21/12/20;"MO62";"Ojós";"Loma del Aire";13,59;18,08;7,89;55,3;75,48;37,85;0;110,48;2,08;10,37;289,14;1,87
21/12/20;"MU21";"Beniel";"Los Alamos";10,06;18,86;3,57;75,12;93,2;41,21;0;100,22;0,61;3,53;211,72;0,9
21/12/20;"MU31";"Murcia";"La Vereda";11,84;18,79;6,81;68,98;87,95;40,36;0;99,55;0,8;3,2;228,05;1,07
21/12/20;"MU52";"Murcia";"Cabezo Plata";12,88;18,53;8,29;60,86;75,31;39,47;0;100,29;1,02;4,72;240,21;1,26
21/12/20;"MU62";"Murcia";"La Alberca";11,82;20,44;4,96;58,43;80,89;30,21;0;112,2;0,41;2,55;207,01;0,8
21/12/20;"TP22";"San Javier";"Santiago de la Ribera";11,41;18,79;4,8;72,01;85,98;39,07;0;97,37;0,71;3,66;257,63;1,02
21/12/20;"TP42";"Torre Pacheco";"Torre Blanca";12,03;19,02;6,26;72,8;87,27;43,99;0;93,91;1,62;5,49;261,25;1,56
21/12/20;"TP52";"San Javier";"El Mirador";11,69;18,04;5,94;66,13;80,66;37,75;0;100,8;0,99;4,78;282,97;1,21
21/12/20;"TP73";"Torre Pacheco";"Los Infiernos";11,02;17,51;5,49;67,91;82,05;40,91;0;99,55;1,49;5,49;270,27;1,47
21/12/20;"TP91";"Torre Pacheco";"Torre Pacheco";11,1;18,85;5,49;78,65;99,9;1,36;0;105,31;0,81;4,61;265,75;1,29
22/12/20;"AL31";"Totana";"Lebor";10,77;17,99;6,69;77,99;95,6;53,88;0;100,94;1,46;3,63;266,1;1,24
22/12/20;"AL41";"Alhama";"La Calavera";9,92;18,66;3,82;74,66;87,7;43,58;0;115,32;1,13;6,59;166,28;1,26
22/12/20;"AL52";"Librilla";"Los Palomos";10,92;19,08;4,75;79,82;96,4;48,1;0;115,44;0,79;4,13;259,92;0,99
22/12/20;"AL62";"Mazarrón";"Cañada Gallego";11,14;16,97;7,66;81,23;89,13;63,24;0;116,4;0,69;3,53;342,7;0,85
22/12/20;"AL91";"Mazarrón";"Leiva";11,34;18,9;5,86;81,23;93,3;53,74;0;117,47;0,86;4,78;242,96;1,01
22/12/20;"CA12";"Cartagena";"La Palma";11,63;18,48;6,38;77,23;89,38;56,96;0;111,44;0,46;4,12;239,93;0,78
22/12/20;"CA21";"Murcia";"Corvera";12,23;17,91;7,55;70,91;85,6;52,04;0;114,42;0,87;3,45;315,31;1,02
22/12/20;"CA42";"Fuente Alamo";"Balsapintada";11,1;18,53;5,73;87,07;99,9;54,55;0;110,41;0,72;3,56;246,73;0,9
22/12/20;"CA52";"Cartagena";"La Aljorra";11,89;19,05;7,38;82,49;92,8;60,52;0;109,07;0,8;4,19;228,33;0,95
22/12/20;"CA73";"Cartagena";"Los Belones";12,72;17,98;9,24;87,52;96,73;68,37;0;102,38;0,47;3,1;222,16;0,77
22/12/20;"CA91";"Fuente Alamo";"Campillo Abajo";10,87;18,51;5,91;74,23;88,38;50,08;0;119,76;0,45;3,47;229,52;0,79
22/12/20;"CI22";"Blanca";"Estación de Blanca";11,97;17,88;6,83;65,88;81,95;44,49;0;119,66;0,88;4,94;323,19;1,04
22/12/20;"CI32";"Ulea";"Estación Ulea";11,74;17,96;7,11;74,77;93,5;49,37;0;118,26;1,66;5,32;339,68;1,36
22/12/20;"CI42";"Cieza";"La Carrichosa";9,59;17,98;3,55;81,91;97,1;51,39;0;116,79;0,32;2,41;221,94;0,64
22/12/20;"CI52";"Calasparra";"Rotas";8,95;17,33;3,31;78,22;90,58;51,09;0;116,4;0,17;2,74;5,38;0,53
22/12/20;"CI71";"Calasparra";"Llano de las olivericas";10,47;17,56;5,63;77,94;92,77;53,02;0;103,4;0,84;3,16;263,56;0,93
22/12/20;"CR12";"Caravaca";"Barranda";7,12;15,77;2,45;78,44;90,08;52,16;0;112,67;1,18;4,45;230,88;1,07
22/12/20;"CR32";"Cehegin";"El Chaparral";6,87;17,05;0,13;80,38;93,77;51;0;112,78;0,48;3,72;198,91;0,72
22/12/20;"CR42";"Moratalla";"Venta Ulea";8,99;16,4;3,85;83,33;97,5;60,15;0;120,91;1,02;3,21;172,5;0,9
22/12/20;"CR52";"Cehegin";"La Torrecica";9,06;16,36;3,75;77,52;92,85;56,36;0;109,3;0,37;3,16;131,39;0,66
22/12/20;"CR61";"Moratalla";"Casas del Rey";10,24;15,33;7,77;77,57;88,35;58,68;0;127,93;0,61;3,63;131,98;0,81
22/12/20;"JU12";"Jumilla";"Cañada del Judio";10,07;17,14;5,16;73,79;88,73;51,23;0;111,57;0,89;3,63;28,99;0,96
22/12/20;"JU42";"Yecla";"Las Moratillas";9,07;17,52;2,94;81,89;99,6;50,37;0;116,93;1,07;3,95;305,22;1,01
22/12/20;"JU52";"Yecla";"Pinillos";8,37;16,96;2,64;75,94;94,77;45,54;0;107,17;0,64;3,63;260,66;0,82
22/12/20;"JU62";"Jumilla";"Miraflores";8,83;17,08;2,99;80,06;96,23;51,95;0;116,74;0,73;3,12;339,14;0,84
22/12/20;"JU71";"Jumilla";"Las Encebras";9,47;18,1;3,96;74,56;90,88;46,43;0;114,21;0,7;3,51;11,98;0,9
22/12/20;"JU81";"Jumilla";"Roman";9,46;17,37;4,13;72,18;87,05;46,62;0;113,01;0,69;3,67;270,04;0,88
22/12/20;"LO11";"Lorca";"Purias";10,87;17,95;6,4;75,04;90,7;53,39;0;104,26;1,05;5,1;84,37;1,1
22/12/20;"LO21";"Lorca";"Pozohiguera";10,71;17,39;6,41;80,76;94,2;54,09;0;107,33;1,64;5,1;88,37;1,3
22/12/20;"LO31";"Aguilas";"La Pilica";13,13;17,69;10,1;82,4;91,1;63,59;0,2;104,17;0,72;3,41;8,16;0,9
22/12/20;"LO41";"Lorca";"La Paca";9,31;17,15;5,07;75,48;90,6;45,63;0;110,63;1,34;3,59;62,13;1,28
22/12/20;"LO51";"Aguilas";"Tebar";12,09;17,05;9,15;75,84;94,4;58,78;0;119,98;1,27;4,68;89,74;1,11
22/12/20;"LO61";"Puerto Lumbreras";"El Esparragal";10;18,01;4,01;73,4;88,68;45,25;0;119,34;0,94;4,78;211,13;1,1
22/12/20;"ML12";"Mula";"Yechar";10,48;19,1;4,3;73,89;92;37,9;0;;0,54;2,3;;0,85
22/12/20;"ML21";"Mula";"Mula";11,34;17,93;6,71;66,68;85,08;44,65;0;124,44;1,63;4,57;244,8;1,48
22/12/20;"MO12";"Torres de Cotillas";"Pilica";12,4;18,02;8,24;74,19;93,9;52,42;0;120,95;0,88;3,21;203,65;0,98
22/12/20;"MO22";"Molina Segura";"Campotejar";12,48;19,01;8,36;66,19;87,82;40,58;0;113,2;1,69;6,31;351,34;1,62
22/12/20;"MO31";"Molina Segura";"El Llano";10,7;19,59;3,9;81,83;99,97;43,67;0;113,49;0,32;2,74;84,82;0,68
22/12/20;"MO41";"Abanilla";"La Jaira";12,1;18,81;8,39;69,12;89,32;42,38;0;107,41;0,64;3,04;299,02;0,93
22/12/20;"MO51";"Fortuna";"Charco Taray";12,53;19,33;8,52;72,95;95,2;45,95;0;105,05;0,93;3,88;317,86;1,1
22/12/20;"MO62";"Ojós";"Loma del Aire";13,08;17,91;9,48;69,33;92,58;50,84;0;119,45;1,02;8,55;255,46;1,06
22/12/20;"MU21";"Beniel";"Los Alamos";10,56;19,74;4,11;80,92;95,3;47,49;0,2;115,92;0,43;3,3;202,67;0,76
22/12/20;"MU31";"Murcia";"La Vereda";11,66;19,01;6,84;76,56;94,1;47,38;0;101,62;0,51;3,59;150,78;0,84
22/12/20;"MU52";"Murcia";"Cabezo Plata";12,99;18,88;9,12;71,18;86,12;48,46;0;115,71;0,46;4,78;206,24;0,81
22/12/20;"MU62";"Murcia";"La Alberca";11,96;19,96;6,94;69,23;84,97;40,62;0;111,34;0,36;3,94;195,08;0,75
22/12/20;"TP22";"San Javier";"Santiago de la Ribera";10,83;17,28;6,41;81,47;89,02;62,31;0;108,34;0,49;3,31;255,85;0,75
22/12/20;"TP42";"Torre Pacheco";"Torre Blanca";11,11;18,76;6,15;84,61;94,22;65,08;0;108,31;0,69;4,61;228,65;0,85
22/12/20;"TP52";"San Javier";"El Mirador";10,88;17,99;6,28;80,94;93,67;58,48;0;114,63;0,6;3,45;323,68;0,82
22/12/20;"TP73";"Torre Pacheco";"Los Infiernos";11,22;18,26;6,64;78,08;91,2;52,73;0;117,02;1,15;5,19;332,78;1,14
22/12/20;"TP91";"Torre Pacheco";"Torre Pacheco";11,51;18,93;7,27;27,28;99,9;0,16;0;113,1;0,69;3,82;287,63;1,14
23/12/20;"AL31";"Totana";"Lebor";10,42;18,05;5,23;81,94;93,6;52,86;0;100,98;1,56;4,12;260,27;1,31
23/12/20;"AL41";"Alhama";"La Calavera";9,4;18,94;2,34;78,65;90,8;45,57;0;114,91;0,99;5,9;187,9;1,15
23/12/20;"AL52";"Librilla";"Los Palomos";10,73;20,59;3,4;83,67;99,3;45,49;0,21;113,96;1,31;5,19;231,57;1,39
23/12/20;"AL62";"Mazarrón";"Cañada Gallego";11,29;16,02;7,4;85;91,08;67,73;0;117,66;0,81;4,41;338,42;0,84
23/12/20;"AL91";"Mazarrón";"Leiva";10,93;17,41;5,86;86,75;95,8;62,59;0;116,97;1,09;5,78;235,77;0,98
23/12/20;"CA12";"Cartagena";"La Palma";11,38;18,51;6,3;80,98;91,82;54,44;0,2;116,13;0,84;6,17;220,77;0,99
23/12/20;"CA21";"Murcia";"Corvera";12,39;18,91;6,82;72,68;86,9;49,11;0;116,47;1,47;6,82;261,07;1,39
23/12/20;"CA42";"Fuente Alamo";"Balsapintada";11,3;19,61;5,69;87,63;99,9;50,33;0,2;112,3;1,2;3,92;242,05;1,22
23/12/20;"CA52";"Cartagena";"La Aljorra";11,82;19,44;6,96;81,96;96,9;44,9;0,1;112,73;1,1;4,59;224,1;1,23
23/12/20;"CA73";"Cartagena";"Los Belones";13,22;17,18;9,04;85,47;97,68;59,73;0;114,74;0,91;5,51;233,49;0,94
23/12/20;"CA91";"Fuente Alamo";"Campillo Abajo";11,09;19,28;6,45;78,57;91,43;47,54;0;121,38;0,48;4,8;243,05;0,83
23/12/20;"CI22";"Blanca";"Estación de Blanca";11,96;19,15;5,51;68,58;88,03;46,17;0;118,34;1,18;5,31;314,69;1,23
23/12/20;"CI32";"Ulea";"Estación Ulea";11,25;19,27;5,52;78,24;97,5;51,97;0;115,83;1,69;5,76;325,44;1,39
23/12/20;"CI42";"Cieza";"La Carrichosa";10,23;20,08;3,16;79,85;97,77;49,69;0;114,12;0,3;2,29;247,03;0,67
23/12/20;"CI52";"Calasparra";"Rotas";9,07;19,43;2,41;79,93;92,22;49,34;0;114,76;0,22;2,1;337,96;0,59
23/12/20;"CI71";"Calasparra";"Llano de las olivericas";11,03;19,82;4,22;77,26;96,62;50,79;0;101,27;0,78;4,15;257,01;0,98
23/12/20;"CR12";"Caravaca";"Barranda";7,29;15,66;1,95;79,78;92,67;54,59;0;111,83;1,05;3,92;259,1;0,97
23/12/20;"CR32";"Cehegin";"El Chaparral";7,18;17,8;0,14;82,21;95,52;52,02;0;112,7;0,42;2,94;205,41;0,7
23/12/20;"CR42";"Moratalla";"Venta Ulea";9,48;17,85;4,2;85,3;98,8;59,52;0,2;119,55;0,94;3,26;189,62;0,92
23/12/20;"CR52";"Cehegin";"La Torrecica";9,54;17,55;4,29;79,23;93,33;54,4;0;108,51;0,33;2,76;125,48;0,67
23/12/20;"CR61";"Moratalla";"Casas del Rey";10,83;15,66;6,58;73,34;95,1;56,85;0;127,26;0,66;3,72;164,01;0,83
23/12/20;"JU12";"Jumilla";"Cañada del Judio";10,51;18,42;4,08;74,47;92,08;52,9;0,2;109,33;0,93;4,8;8,49;1
